candidate_id,age,10th_score,12th_score,12th_stream,grad_course,grad_stream,grad_score,languages_known,known_skills,additional_certifications,internship_experience,reservation_category,qualification_level,location_preference,applied_for_internship
217,23,74,78,,,,,Gujarati,"Python,Marketing,Teamwork,Research",,,General,10th,Lucknow,True
218,20,82,83,Arts,B.Tech,HR,72.0,"Urdu,Bengali,Telugu","Python,Cybersecurity,SQL,Finance",,,OBC,Graduate,Kolkata,True
219,20,71,71,Arts,,,,"Punjabi,Telugu,Gujarati","Lab Work,React,Research,Cybersecurity",,,ST,12th,Ahmedabad,True
220,20,73,86,Commerce,B.Tech,HR,84.0,"Telugu,Tamil","Research,React,Finance,Marketing",AI Cert,,OBC,Graduate,Kolkata,True
221,20,75,87,Science,,,,"Marathi,English","Networking,Research,Lab Work",,,ST,12th,Ahmedabad,True
222,25,78,89,Commerce,B.A,General,74.0,"Urdu,Hindi","React,Finance",Finance Cert,,ST,Graduate,Jaipur,True
223,24,82,73,,,,,"Odia,Marathi,Urdu","Lab Work,Marketing",,,General,10th,Chennai,True
224,21,89,73,Commerce,,,,Punjabi,"Finance,Networking",,,General,12th,Lucknow,True
225,23,78,87,Science,M.Tech,General,94.0,Urdu,"Marketing,AI/ML,Finance,Cybersecurity",Finance Cert,,OBC,Postgraduate,Lucknow,True
226,22,89,79,Science,,,,Urdu,"SQL,Operations",,,OBC,12th,Hyderabad,True
227,21,84,72,Commerce,BE,General,90.0,"Hindi,Bengali","Communication,Marketing",Cybersecurity Cert,,ST,Graduate,Pune,True
228,25,76,88,,,,,Tamil,"Teamwork,React,Marketing",,,ST,10th,Ahmedabad,True
229,24,93,90,Commerce,,,,"Gujarati,Marathi","SQL,Cybersecurity,AI/ML",,,OBC,12th,Mumbai,True
230,25,82,88,Arts,B.Com,HR,71.0,Telugu,"Python,React,Communication",AI Cert,,General,Graduate,Delhi,True
231,22,85,80,Arts,B.Com,Mechanical,76.0,"Malayalam,Odia,Assamese","Cybersecurity,Marketing,Operations",Food Safety Cert,,OBC,Graduate,Chennai,True
232,20,77,80,Science,B.Com,Electrical,69.0,"Assamese,Marathi,Tamil","Teamwork,Python,AI/ML",,,General,Graduate,Delhi,True
233,21,75,88,,,,,"Marathi,Hindi,English","Lab Work,Teamwork,Finance,Java",,,ST,10th,Lucknow,True
234,21,73,75,,,,,"Bengali,Urdu","React,Research,Operations",,,ST,10th,Chennai,True
235,25,72,87,,,,,"Tamil,Kannada,Urdu","Teamwork,Python,Networking,Java",,,OBC,10th,Ahmedabad,True
236,22,75,79,Arts,B.Tech,General,83.0,"Kannada,Marathi","AI/ML,Communication",Research Cert,,General,Graduate,Pune,True
237,22,88,78,Commerce,,,,"Gujarati,Odia","React,Research,Communication,AI/ML",,,OBC,12th,Bangalore,True
238,21,91,83,Science,,,,"English,Malayalam","AI/ML,React",,,General,12th,Ahmedabad,True
239,21,78,81,,,,,"Odia,Marathi","Python,Lab Work,Networking",,,ST,10th,Indore,True
240,24,77,84,,,,,"Punjabi,Hindi,Tamil","React,Networking,Finance",,,OBC,10th,Hyderabad,True
241,24,88,72,Science,,,,Kannada,"Networking,Python",,,SC,12th,Lucknow,True
242,24,86,84,Science,M.Sc,General,83.0,"Punjabi,Telugu,Bengali","Cybersecurity,Research",MS Office Cert,HR Intern,ST,Postgraduate,Indore,True
243,22,90,84,,,,,Marathi,"Python,Networking",,,General,10th,Kolkata,True
244,24,77,74,Commerce,,,,"Urdu,Telugu,Hindi","Java,Cybersecurity,React",,,OBC,12th,Bangalore,True
245,20,85,84,Commerce,MBA,General,94.0,Assamese,"Teamwork,Operations,Research",AI Cert,Cyber Security Intern,ST,Postgraduate,Hyderabad,True
246,25,89,75,Arts,,,,Bengali,"Python,AI/ML,SQL,Cybersecurity",,,ST,12th,Chennai,True
247,22,86,78,,,,,"Kannada,Punjabi","Finance,Java",,,OBC,10th,Mumbai,True
248,20,92,76,Arts,M.Sc,General,89.0,"English,Bengali","Lab Work,AI/ML",Cybersecurity Cert,Research Intern,ST,Postgraduate,Bangalore,True
249,22,95,70,,,,,Hindi,"Research,SQL,AI/ML",,,OBC,10th,Chandigarh,True
250,21,72,80,Arts,,,,Punjabi,"React,Teamwork,Marketing,Finance",,,General,12th,Jaipur,True
251,25,78,84,Arts,,,,"Urdu,Punjabi,Hindi","SQL,Finance",,,ST,12th,Delhi,True
252,20,80,77,Arts,,,,Assamese,"Teamwork,SQL,Operations,Java",,,OBC,12th,Kolkata,True
253,20,89,87,Commerce,,,,"Assamese,English,Marathi","Operations,Java",,,General,12th,Bangalore,True
254,22,80,74,,,,,"Malayalam,English","Java,Teamwork,AI/ML",,,OBC,10th,Kolkata,True
255,20,78,78,Arts,M.Sc,General,92.0,Assamese,"Communication,AI/ML,Networking,Lab Work",AI Cert,,General,Postgraduate,Delhi,True
256,25,81,73,,,,,"Tamil,Gujarati,Hindi","Lab Work,Python,Java,Teamwork",,,ST,10th,Kolkata,True
257,21,81,83,,,,,"Urdu,Hindi,Marathi","AI/ML,Python,Networking",,,ST,10th,Mumbai,True
258,24,94,70,Arts,M.Sc,General,90.0,"Gujarati,Urdu,Kannada","Java,Cybersecurity,Lab Work",MS Office Cert,Mechanical Intern,General,Postgraduate,Kolkata,True
259,20,90,82,,,,,"English,Gujarati","Teamwork,Lab Work",,,ST,10th,Delhi,True
260,22,76,81,,,,,"English,Marathi","Research,React,Networking",,,OBC,10th,Jaipur,True
261,25,94,88,Science,B.A,Finance,85.0,"Odia,Bengali,Punjabi","Communication,Teamwork,Networking",AI Cert,Marketing Intern,SC,Graduate,Hyderabad,True
262,21,88,81,Arts,M.Tech,General,77.0,"Marathi,Telugu,English","Finance,Communication,AI/ML,Cybersecurity",MS Office Cert,Marketing Intern,General,Postgraduate,Jaipur,True
263,24,90,80,Science,B.Tech,Electrical,83.0,"Hindi,Odia,Malayalam","Lab Work,SQL,AI/ML,Networking",MS Office Cert,,General,Graduate,Kolkata,True
264,25,92,82,Science,M.Tech,General,83.0,"Odia,Malayalam","Python,Lab Work,React",MS Office Cert,,SC,Postgraduate,Bangalore,True
265,24,93,73,Commerce,MBA,General,95.0,"Hindi,Telugu","Finance,Java",Cybersecurity Cert,Research Intern,OBC,Postgraduate,Lucknow,True
266,21,93,74,,,,,Bengali,"Communication,Cybersecurity,Lab Work,SQL",,,SC,10th,Bangalore,True
267,23,79,80,Science,,,,"Malayalam,Hindi","Research,SQL",,,SC,12th,Ahmedabad,True
268,22,82,70,Commerce,,,,Assamese,"Finance,Lab Work,Python,Communication",,,General,12th,Chandigarh,True
269,22,84,84,Commerce,BE,HR,80.0,Kannada,"Java,Networking,Operations",Research Cert,Marketing Intern,SC,Graduate,Kolkata,True
270,22,73,75,,,,,"Marathi,Kannada","AI/ML,Communication,Marketing",,,ST,10th,Chennai,True
271,21,94,90,Science,,,,"Tamil,Urdu","Marketing,Operations,Cybersecurity,React",,,OBC,12th,Hyderabad,True
272,20,76,85,,,,,"Marathi,Gujarati","Research,Cybersecurity,Lab Work,Teamwork",,,OBC,10th,Pune,True
273,23,84,87,Commerce,,,,English,"Communication,Networking,SQL,Finance",,,SC,12th,Chandigarh,True
274,25,88,77,Arts,B.Tech,Electrical,79.0,"Urdu,Tamil,Punjabi","Lab Work,Python",,,ST,Graduate,Bangalore,True
275,21,86,72,Science,B.Com,Finance,89.0,"Kannada,Bengali","SQL,Finance,Networking,Cybersecurity",,Mechanical Intern,OBC,Graduate,Delhi,True
276,23,81,70,Commerce,,,,Bengali,"Research,Cybersecurity,Communication",,,General,12th,Chennai,True
277,22,89,84,Arts,,,,"Urdu,English,Telugu","AI/ML,Research",,,OBC,12th,Pune,True
278,23,83,83,Arts,,,,"Malayalam,Odia","Marketing,Communication,SQL,Finance",,,ST,12th,Pune,True
279,24,85,84,Science,,,,"Odia,Bengali,Hindi","Operations,Teamwork,Networking",,,General,12th,Pune,True
280,21,74,72,Science,B.Com,Finance,74.0,"Marathi,Gujarati,Odia","Networking,Research",Cybersecurity Cert,Technical Intern,OBC,Graduate,Chandigarh,True
281,20,92,72,Arts,,,,"English,Punjabi,Gujarati","Communication,Lab Work,Networking,AI/ML",,,General,12th,Jaipur,True
282,20,93,85,Arts,MBA,General,80.0,"Punjabi,Tamil,Assamese","Teamwork,Lab Work,React,AI/ML",AI Cert,Marketing Intern,General,Postgraduate,Pune,True
283,25,81,74,Arts,MBA,General,89.0,"Kannada,English","Research,AI/ML",Food Safety Cert,Cyber Security Intern,General,Postgraduate,Indore,True
284,25,79,74,Science,B.A,HR,69.0,"Marathi,Hindi,English","Networking,Lab Work,Teamwork,SQL",AI Cert,Food Science Intern,ST,Graduate,Kolkata,True
285,20,94,87,Science,MBA,General,75.0,Telugu,"Lab Work,Networking,SQL",Cybersecurity Cert,Mechanical Intern,ST,Postgraduate,Mumbai,True
286,23,84,82,,,,,Tamil,"Java,Operations,Networking",,,ST,10th,Lucknow,True
287,23,80,81,Science,B.A,Electrical,73.0,"Tamil,Gujarati,Kannada","Teamwork,Python",,Food Science Intern,General,Graduate,Jaipur,True
288,24,75,86,,,,,Gujarati,"Python,Finance",,,OBC,10th,Chandigarh,True
289,20,85,76,Commerce,MBA,General,90.0,"English,Assamese,Marathi","Networking,Marketing",MS Office Cert,Cyber Security Intern,ST,Postgraduate,Bangalore,True
290,24,73,73,Commerce,B.A,HR,65.0,"Punjabi,Odia","Java,Lab Work",AI Cert,Mechanical Intern,OBC,Graduate,Hyderabad,True
291,22,94,88,,,,,Punjabi,"Operations,Marketing",,,SC,10th,Kolkata,True
292,25,86,75,,,,,"Marathi,Gujarati","Java,Marketing,Operations,Finance",,,SC,10th,Mumbai,True
293,20,73,76,Arts,M.Sc,General,75.0,"Bengali,Punjabi","SQL,React",Research Cert,Food Science Intern,General,Postgraduate,Ahmedabad,True
294,23,91,70,Arts,M.Sc,General,89.0,"Urdu,Telugu,Punjabi","Marketing,Research,Communication",AI Cert,Technical Intern,ST,Postgraduate,Hyderabad,True
295,22,78,83,Arts,B.A,Mechanical,80.0,"Assamese,Gujarati,Telugu","Networking,Java",Cybersecurity Cert,,SC,Graduate,Chandigarh,True
296,22,92,88,Commerce,,,,"Marathi,Telugu,Gujarati","Operations,Java,Python",,,General,12th,Bangalore,True
297,20,76,81,Arts,M.Tech,General,87.0,"Urdu,English","Lab Work,Finance,React,Operations",Finance Cert,,OBC,Postgraduate,Bangalore,True
298,25,89,75,Commerce,,,,"Hindi,Bengali,English","Java,Lab Work,Teamwork,Operations",,,General,12th,Mumbai,True
299,22,90,89,Science,,,,Telugu,"Python,Java,Communication",,,General,12th,Kolkata,True
300,20,75,72,Commerce,B.Com,HR,79.0,"Malayalam,Assamese,Bengali","Research,SQL",,,General,Graduate,Mumbai,True
301,23,86,84,Arts,M.Tech,General,94.0,"Odia,Malayalam,English","Communication,Marketing,AI/ML,Research",Food Safety Cert,,ST,Postgraduate,Delhi,True
302,20,94,75,Commerce,BE,Finance,66.0,Gujarati,"Networking,Operations",,Marketing Intern,General,Graduate,Jaipur,True
303,20,74,81,Arts,,,,Malayalam,"Research,Communication,Operations",,,SC,12th,Lucknow,True
304,20,74,87,Arts,B.Sc,Electrical,76.0,"Odia,Telugu,Assamese","SQL,Teamwork",Cybersecurity Cert,Cyber Security Intern,SC,Graduate,Bangalore,True
305,20,85,90,,,,,"Odia,Kannada,English","Java,React,SQL",,,SC,10th,Jaipur,True
306,22,80,85,Commerce,MBA,General,88.0,Urdu,"Lab Work,AI/ML,SQL",MS Office Cert,Research Intern,OBC,Postgraduate,Indore,True
307,21,77,73,,,,,Odia,"AI/ML,Lab Work,React",,,OBC,10th,Ahmedabad,True
308,25,95,81,Science,B.Com,Electrical,72.0,Bengali,"React,AI/ML,Operations,Communication",Cybersecurity Cert,Research Intern,General,Graduate,Mumbai,True
309,25,95,81,Commerce,B.Tech,Computer Science,82.0,Urdu,"Teamwork,Python",AI Cert,,General,Graduate,Kolkata,True
310,22,71,90,,,,,"Tamil,Assamese","Finance,Lab Work,Marketing",,,OBC,10th,Bangalore,True
311,25,70,70,Commerce,,,,"Marathi,Hindi","AI/ML,Marketing",,,General,12th,Chandigarh,True
312,25,85,83,Arts,M.Sc,General,82.0,"Odia,Telugu","React,SQL,Cybersecurity,Operations",AI Cert,Technical Intern,ST,Postgraduate,Jaipur,True
313,21,81,78,Arts,,,,"Bengali,Marathi,Punjabi","Networking,Cybersecurity,Teamwork",,,General,12th,Chandigarh,True
314,23,91,82,Science,MBA,General,87.0,"Gujarati,Telugu,Punjabi","Communication,Teamwork,SQL,Research",Cybersecurity Cert,Cyber Security Intern,ST,Postgraduate,Pune,True
315,24,78,74,Commerce,,,,"Odia,English","Communication,Finance",,,General,12th,Lucknow,True
316,23,78,88,Science,BE,General,70.0,"Bengali,Tamil,Odia","Operations,Teamwork,Research,Marketing",Finance Cert,Food Science Intern,OBC,Graduate,Kolkata,True
317,25,70,80,Science,M.Tech,General,95.0,Urdu,"Networking,Cybersecurity",Research Cert,HR Intern,OBC,Postgraduate,Chennai,True
318,21,74,75,Science,,,,"Gujarati,Assamese,English","Cybersecurity,Lab Work,Teamwork",,,OBC,12th,Delhi,True
319,24,71,87,Science,MBA,General,84.0,"Gujarati,Bengali","Lab Work,Operations,Teamwork,Marketing",MS Office Cert,Mechanical Intern,SC,Postgraduate,Jaipur,True
320,25,87,71,Commerce,B.A,Computer Science,68.0,Marathi,"Teamwork,Operations,Networking,Marketing",,Food Science Intern,OBC,Graduate,Delhi,True
321,20,90,71,Science,,,,Telugu,"Networking,Java,SQL,AI/ML",,,OBC,12th,Delhi,True
322,25,80,89,,,,,"Bengali,Malayalam","Operations,SQL,React",,,OBC,10th,Bangalore,True
323,22,79,71,,,,,"English,Hindi","SQL,Finance",,,OBC,10th,Pune,True
324,21,91,78,Commerce,,,,"Urdu,Marathi","Lab Work,Cybersecurity",,,SC,12th,Delhi,True
325,25,78,88,Commerce,M.Tech,General,90.0,Odia,"Research,Communication,Operations",Food Safety Cert,Mechanical Intern,ST,Postgraduate,Ahmedabad,True
326,25,79,79,Science,,,,"Urdu,Assamese","Python,Cybersecurity,Communication",,,General,12th,Chandigarh,True
327,24,78,82,Commerce,,,,"Marathi,Gujarati,Bengali","Marketing,AI/ML,React,Java",,,SC,12th,Chandigarh,True
328,25,85,82,,,,,Odia,"AI/ML,Lab Work,React",,,ST,10th,Chandigarh,True
329,25,80,70,Commerce,M.Tech,General,93.0,Tamil,"Lab Work,Marketing,Python",Food Safety Cert,Research Intern,OBC,Postgraduate,Chandigarh,True
330,21,81,79,Commerce,MBA,General,84.0,"Punjabi,Marathi","AI/ML,React",Finance Cert,Cyber Security Intern,General,Postgraduate,Hyderabad,True
331,23,71,70,Arts,M.Tech,General,84.0,Assamese,"Teamwork,Lab Work,Operations",Cybersecurity Cert,Marketing Intern,General,Postgraduate,Bangalore,True
332,23,82,80,,,,,"Hindi,Odia","Finance,React",,,ST,10th,Chennai,True
333,20,77,73,,,,,"Gujarati,Punjabi","Cybersecurity,Marketing,Java",,,General,10th,Chandigarh,True
334,21,75,81,,,,,Odia,"Marketing,Cybersecurity,AI/ML,Java",,,SC,10th,Chennai,True
335,21,79,83,Arts,,,,"Telugu,Marathi","Finance,Networking,Operations",,,ST,12th,Ahmedabad,True
336,21,78,84,Arts,,,,"Assamese,Malayalam,Hindi","Communication,Cybersecurity,Java,Operations",,,ST,12th,Jaipur,True
337,25,90,71,Commerce,M.Tech,General,75.0,"Odia,Bengali,English","Networking,Python,React,Marketing",AI Cert,HR Intern,ST,Postgraduate,Mumbai,True
338,25,93,73,,,,,Punjabi,"Marketing,Python,Teamwork",,,General,10th,Lucknow,True
339,21,84,90,Arts,B.Com,Electrical,68.0,"Punjabi,Telugu,Bengali","Marketing,AI/ML,React",Finance Cert,,OBC,Graduate,Hyderabad,True
340,21,83,74,Science,B.Tech,Mechanical,85.0,"Assamese,Malayalam,Kannada","Python,Cybersecurity,Communication,Teamwork",AI Cert,Mechanical Intern,OBC,Graduate,Ahmedabad,True
341,22,90,87,,,,,English,"Communication,Operations",,,OBC,10th,Hyderabad,True
342,20,88,85,,,,,"Kannada,Tamil,English","Teamwork,Cybersecurity",,,ST,10th,Chandigarh,True
343,23,91,75,,,,,"Hindi,Assamese","Finance,SQL,Python",,,General,10th,Pune,True
344,20,90,89,Science,,,,"Bengali,Marathi,Hindi","Marketing,Communication,Java,Cybersecurity",,,SC,12th,Kolkata,True
345,21,92,76,Arts,M.Sc,General,87.0,Malayalam,"React,AI/ML,SQL",Finance Cert,Cyber Security Intern,SC,Postgraduate,Lucknow,True
346,25,74,89,Arts,,,,"Urdu,Kannada","Marketing,Communication,Java",,,OBC,12th,Ahmedabad,True
347,24,79,71,Science,,,,"Urdu,Marathi,Malayalam","React,SQL",,,OBC,12th,Hyderabad,True
348,22,93,70,,,,,Punjabi,"Networking,Java,React,Lab Work",,,ST,10th,Jaipur,True
349,24,86,81,Science,B.Com,HR,66.0,"Hindi,Malayalam","SQL,Java",,,OBC,Graduate,Lucknow,True
350,22,86,90,Science,M.Sc,General,88.0,Kannada,"SQL,Communication,AI/ML,React",Food Safety Cert,,ST,Postgraduate,Ahmedabad,True
351,21,72,77,Commerce,,,,"English,Urdu","Operations,Finance,Teamwork",,,General,12th,Kolkata,True
352,24,93,82,Commerce,,,,"Kannada,Marathi","AI/ML,Python,Finance",,,ST,12th,Hyderabad,True
353,22,89,82,Commerce,B.A,Finance,77.0,Kannada,"SQL,Java,Research",AI Cert,,General,Graduate,Bangalore,True
354,21,88,77,Commerce,BE,Electrical,65.0,Kannada,"Marketing,Operations",AI Cert,,OBC,Graduate,Lucknow,True
355,23,86,72,,,,,Malayalam,"Marketing,Research,Communication,SQL",,,General,10th,Bangalore,True
356,21,90,76,Commerce,M.Tech,General,89.0,Hindi,"Python,AI/ML,Java,SQL",Cybersecurity Cert,Cyber Security Intern,ST,Postgraduate,Chennai,True
357,22,83,89,Arts,,,,"Bengali,Tamil,Gujarati","Operations,SQL,Marketing",,,SC,12th,Mumbai,True
358,25,89,90,Arts,,,,"Urdu,Bengali","Teamwork,React",,,OBC,12th,Jaipur,True
359,25,89,81,,,,,"Odia,Malayalam,Telugu","Finance,Cybersecurity,Teamwork,React",,,General,10th,Chennai,True
360,21,70,89,,,,,Telugu,"Marketing,Research,Teamwork",,,OBC,10th,Lucknow,True
361,25,92,74,Science,,,,Bengali,"Lab Work,Finance,Communication,Java",,,General,12th,Lucknow,True
362,22,79,74,Science,,,,Gujarati,"AI/ML,Networking,Lab Work,Research",,,General,12th,Pune,True
363,24,78,80,Commerce,B.A,General,76.0,Tamil,"AI/ML,Research,Marketing",,Marketing Intern,ST,Graduate,Bangalore,True
364,24,92,72,Commerce,,,,Gujarati,"Finance,React",,,General,12th,Ahmedabad,True
365,25,84,74,Science,,,,Kannada,"Java,SQL",,,ST,12th,Lucknow,True
366,23,87,86,Science,,,,"Telugu,Bengali,Marathi","Marketing,Research,Python,AI/ML",,,ST,12th,Jaipur,True
367,23,82,74,Commerce,B.Tech,General,86.0,Urdu,"Java,Lab Work,AI/ML",,Technical Intern,OBC,Graduate,Jaipur,True
368,22,92,83,Arts,,,,English,"AI/ML,Communication,Marketing",,,ST,12th,Hyderabad,True
369,25,91,88,Commerce,B.A,Finance,84.0,"Assamese,Tamil","Java,Communication",Cybersecurity Cert,,ST,Graduate,Kolkata,True
370,24,89,70,,,,,"Punjabi,Marathi","Lab Work,AI/ML",,,OBC,10th,Hyderabad,True
371,25,76,79,,,,,"Kannada,Urdu,Tamil","Teamwork,Python,React",,,General,10th,Ahmedabad,True
372,24,73,89,Commerce,,,,"Assamese,Punjabi","Marketing,Communication,Java",,,OBC,12th,Pune,True
373,21,94,78,Arts,B.Com,Mechanical,78.0,"Tamil,Telugu","Python,Lab Work,Finance,Operations",,Technical Intern,OBC,Graduate,Lucknow,True
374,22,76,86,,,,,"Tamil,Punjabi","Research,Marketing,Lab Work",,,OBC,10th,Indore,True
375,20,88,90,,,,,"Hindi,Bengali,Malayalam","Teamwork,AI/ML,Research",,,OBC,10th,Delhi,True
376,22,80,81,Science,M.Tech,General,80.0,"Urdu,Assamese","Communication,SQL",MS Office Cert,,ST,Postgraduate,Chandigarh,True
377,20,74,74,,,,,"Odia,Malayalam","Research,Marketing,SQL",,,SC,10th,Delhi,True
378,21,95,83,,,,,"Gujarati,Malayalam","Communication,AI/ML,Teamwork",,,General,10th,Chandigarh,True
379,23,86,82,Commerce,BE,Electrical,87.0,"Bengali,Punjabi","SQL,Teamwork,Finance",Cybersecurity Cert,Marketing Intern,SC,Graduate,Ahmedabad,True
380,21,74,83,Arts,,,,"Tamil,Malayalam,English","Research,Networking",,,General,12th,Jaipur,True
381,20,81,72,Commerce,,,,Hindi,"Communication,Operations",,,ST,12th,Mumbai,True
382,21,86,84,,,,,Bengali,"AI/ML,Python,Research,Java",,,OBC,10th,Ahmedabad,True
383,25,81,74,Arts,MBA,General,90.0,"Malayalam,Kannada,Punjabi","AI/ML,SQL,React,Python",Finance Cert,Food Science Intern,ST,Postgraduate,Chennai,True
384,21,81,80,Commerce,,,,"Punjabi,Bengali","SQL,Cybersecurity,AI/ML",,,ST,12th,Kolkata,True
385,23,92,73,Science,,,,"Hindi,Malayalam","Operations,SQL,Python",,,ST,12th,Lucknow,True
386,25,87,81,Science,B.A,Finance,69.0,"Marathi,Urdu","Cybersecurity,Operations,Python",Finance Cert,,ST,Graduate,Kolkata,True
387,20,85,82,Commerce,,,,"Tamil,Hindi","Marketing,Operations",,,SC,12th,Pune,True
388,21,87,84,Science,,,,"Tamil,Telugu","SQL,Java",,,SC,12th,Jaipur,True
389,20,74,72,Science,,,,"Assamese,Gujarati,Malayalam","Teamwork,SQL",,,SC,12th,Kolkata,True
390,24,77,70,Commerce,M.Sc,General,91.0,"Tamil,Bengali","Teamwork,Cybersecurity,Communication,Lab Work",Finance Cert,HR Intern,General,Postgraduate,Kolkata,True
391,22,71,76,Science,B.A,Computer Science,76.0,Bengali,"Lab Work,Research,Python",Finance Cert,,General,Graduate,Mumbai,True
392,23,86,89,Arts,MBA,General,79.0,Malayalam,"Java,React,Finance,Lab Work",Finance Cert,,OBC,Postgraduate,Delhi,True
393,20,93,74,Arts,M.Tech,General,75.0,"Tamil,Gujarati","Lab Work,Operations,Communication",Food Safety Cert,Mechanical Intern,OBC,Postgraduate,Chandigarh,True
394,24,91,89,Arts,,,,"Odia,Kannada,Malayalam","Communication,Teamwork,Java,Research",,,ST,12th,Ahmedabad,True
395,20,85,86,,,,,"Kannada,English","Finance,Networking,Cybersecurity",,,OBC,10th,Hyderabad,True
396,23,93,79,Arts,,,,"Malayalam,Gujarati","Finance,React,Lab Work,Operations",,,OBC,12th,Ahmedabad,True
397,23,74,85,Commerce,B.A,HR,74.0,"Hindi,Marathi,English","Finance,Java,Operations",Research Cert,Food Science Intern,SC,Graduate,Pune,True
398,21,85,87,Commerce,,,,"Malayalam,Tamil","Python,Java,Operations,Communication",,,General,12th,Mumbai,True
399,23,90,76,,,,,"Punjabi,Tamil","Operations,Communication,Python",,,OBC,10th,Kolkata,True
400,23,90,72,Science,MBA,General,84.0,Marathi,"Lab Work,Marketing",Food Safety Cert,Research Intern,ST,Postgraduate,Mumbai,True
401,20,72,75,Science,,,,"Kannada,Tamil,Urdu","Lab Work,React,Research",,,ST,12th,Chandigarh,True
402,23,72,70,Commerce,B.Tech,HR,80.0,Hindi,"SQL,Operations,Finance,React",,Food Science Intern,ST,Graduate,Chandigarh,True
403,25,84,86,Arts,MBA,General,90.0,"Kannada,Assamese","React,Marketing,Operations",Finance Cert,,OBC,Postgraduate,Hyderabad,True
404,21,81,72,Commerce,M.Sc,General,95.0,"Gujarati,Assamese,English","React,SQL",Finance Cert,Cyber Security Intern,General,Postgraduate,Kolkata,True
405,23,95,80,Arts,,,,"Bengali,Hindi","Research,AI/ML,Java",,,SC,12th,Hyderabad,True
406,20,90,85,,,,,Telugu,"AI/ML,Cybersecurity,Python,Communication",,,SC,10th,Kolkata,True
407,23,76,80,Arts,,,,"Kannada,Bengali","Operations,Marketing,React",,,OBC,12th,Jaipur,True
408,22,92,90,,,,,"Assamese,Gujarati","Lab Work,Java",,,General,10th,Kolkata,True
409,25,89,84,Arts,,,,Kannada,"React,AI/ML",,,OBC,12th,Lucknow,True
410,21,84,84,Science,,,,"Odia,Assamese","React,Communication,AI/ML",,,ST,12th,Ahmedabad,True
411,25,78,77,Commerce,B.Tech,General,79.0,"Tamil,Bengali","Marketing,Communication,React",,,General,Graduate,Mumbai,True
412,20,95,86,Commerce,,,,"Tamil,Assamese","SQL,Research",,,ST,12th,Ahmedabad,True
413,23,91,83,Arts,M.Tech,General,82.0,"Odia,English","Teamwork,SQL",Cybersecurity Cert,,ST,Postgraduate,Chandigarh,True
414,21,73,72,Commerce,M.Tech,General,79.0,"Malayalam,Hindi","Networking,Python",Cybersecurity Cert,Cyber Security Intern,OBC,Postgraduate,Indore,True
415,24,89,72,Arts,B.Sc,Electrical,74.0,Urdu,"Finance,Lab Work",,,General,Graduate,Chennai,True
416,20,79,70,Arts,,,,Urdu,"Operations,Communication,Finance",,,OBC,12th,Jaipur,True
417,23,93,80,,,,,"Marathi,English","SQL,Lab Work",,,OBC,10th,Indore,True
418,20,72,90,Arts,M.Tech,General,79.0,Bengali,"Research,Finance,Networking",AI Cert,Cyber Security Intern,ST,Postgraduate,Chandigarh,True
419,20,73,82,,,,,"Urdu,Malayalam","Cybersecurity,SQL",,,SC,10th,Ahmedabad,True
420,22,89,75,,,,,"Malayalam,Bengali","Lab Work,Communication,Networking,React",,,ST,10th,Pune,True
421,20,75,80,Commerce,,,,"Bengali,Odia,Telugu","Communication,Java,Finance,Operations",,,OBC,12th,Pune,True
422,24,94,82,Commerce,B.Com,HR,65.0,Telugu,"Research,Communication,Python",,,SC,Graduate,Hyderabad,True
423,20,81,79,Science,,,,"Assamese,Telugu","Communication,Lab Work,Operations,AI/ML",,,SC,12th,Pune,True
424,21,81,75,Arts,,,,"English,Assamese","Cybersecurity,Marketing",,,ST,12th,Hyderabad,True
425,23,91,79,Science,B.A,HR,75.0,"Gujarati,Telugu,Marathi","Cybersecurity,Python,Lab Work",AI Cert,,SC,Graduate,Indore,True
426,22,94,73,Arts,BE,Finance,70.0,"Telugu,Punjabi,Bengali","AI/ML,Communication,Finance,Research",,Marketing Intern,SC,Graduate,Mumbai,True
427,25,71,83,Science,,,,"Bengali,Telugu","React,Finance,Research,Cybersecurity",,,SC,12th,Delhi,True
428,20,73,77,Arts,M.Sc,General,81.0,"Telugu,English","Marketing,AI/ML,Lab Work",Research Cert,Marketing Intern,General,Postgraduate,Bangalore,True
429,25,92,84,,,,,"Gujarati,Kannada,Hindi","AI/ML,Java,SQL",,,ST,10th,Chennai,True
430,21,73,82,Science,,,,"Assamese,Malayalam","Python,Communication",,,SC,12th,Bangalore,True
431,23,79,74,Arts,B.Com,General,66.0,Telugu,"Finance,Operations,SQL,Communication",,,General,Graduate,Delhi,True
432,21,79,72,,,,,Bengali,"Research,Lab Work,Finance,Communication",,,SC,10th,Ahmedabad,True
433,21,80,88,Commerce,,,,"Assamese,Telugu,Kannada","React,Networking",,,OBC,12th,Chennai,True
434,24,95,75,Arts,BE,Mechanical,70.0,Punjabi,"Networking,Cybersecurity",,,SC,Graduate,Bangalore,True
435,25,94,86,Commerce,,,,"Telugu,Odia,Punjabi","AI/ML,Teamwork",,,SC,12th,Chennai,True
436,24,79,81,Arts,M.Tech,General,85.0,"Punjabi,Urdu","Communication,Python,Research,React",AI Cert,Mechanical Intern,General,Postgraduate,Lucknow,True
